player,team,goals_for,goals_against,minutes_played,minutes_benched,team_goals_for,team_goals_against,team_goals,ag_team_goals,90m_player_goals,ag_90m_player_goals,90m_team_goals,ag_90m_team_goals
b'Jonathan Gonz?lez',Independient,1.0,1.0,52.0,1365.0,19.0,14.0,18.0,13.0,1.7307692307692308,1.7307692307692308,1.1868131868131868,0.8571428571428571
b'Sherman C?rdenas',NAL,4.0,2.0,171.0,1624.0,34.0,8.0,30.0,6.0,2.1052631578947367,1.0526315789473684,1.6625615763546797,0.33251231527093594
b'Charlis Ortiz',Deportivo An,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Wildiyohn Vivas',Trujillanos,3.0,4.0,62.0,501.0,7.0,17.0,4.0,13.0,4.354838709677419,5.806451612903226,0.718562874251497,2.3353293413173652
b'Eduardo Herrera Aguirre',UNAM,19.0,8.0,722.0,218.0,22.0,12.0,3.0,4.0,2.3684210526315788,0.997229916897507,1.238532110091743,1.651376146788991
b'Daniel  Viteri',LDU,1.0,1.0,94.0,469.0,6.0,12.0,5.0,11.0,0.9574468085106383,0.9574468085106383,0.9594882729211087,2.1108742004264394
b'Hugo Bargas',Bolívar,4.0,1.0,131.0,809.0,14.0,14.0,10.0,13.0,2.7480916030534353,0.6870229007633588,1.1124845488257107,1.446229913473424
b'Robert Aldama Rodas',Sol de Améri,5.0,4.0,473.0,0.0,5.0,4.0,0.0,0.0,0.9513742071881607,0.7610993657505285,0.0,0.0
b'Cristian Espinoza',HUR,22.0,19.0,1514.0,1233.0,33.0,31.0,11.0,12.0,1.3077939233817701,1.1294583883751652,0.8029197080291971,0.8759124087591241
b'Gast?n Guruceaga',Peñarol,2.0,9.0,655.0,93.0,6.0,12.0,4.0,3.0,0.2748091603053435,1.2366412213740459,3.870967741935484,2.903225806451613
b'Ynmer Gonzalez',Zamora,0.0,1.0,17.0,360.0,2.0,4.0,2.0,3.0,0.0,5.294117647058823,0.5,0.75
b'Hector Berr?os',UdeC,2.0,3.0,139.0,50.0,2.0,3.0,0.0,0.0,1.2949640287769784,1.9424460431654675,0.0,0.0
b'Irven  Avila',SCL,9.0,15.0,545.0,21.0,9.0,15.0,0.0,0.0,1.4862385321100917,2.477064220183486,0.0,0.0
b'Fernando Uribe',TOL,6.0,2.0,226.0,714.0,12.0,11.0,6.0,9.0,2.3893805309734515,0.7964601769911505,0.7563025210084033,1.134453781512605
b'Alexis Messidoro',CABJ,4.0,5.0,375.0,2625.0,42.0,29.0,38.0,24.0,0.96,1.2,1.302857142857143,0.8228571428571428
b'Salustiano Cand?a',Olimpia,8.0,12.0,472.0,91.0,12.0,12.0,4.0,0.0,1.5254237288135593,2.288135593220339,3.956043956043956,0.0
b'Victor Ibarbo',NAL,16.0,2.0,553.0,1242.0,34.0,8.0,18.0,6.0,2.603978300180832,0.325497287522604,1.3043478260869565,0.43478260869565216
b'Deivy Balanta',JUN,3.0,1.0,284.0,188.0,8.0,3.0,5.0,2.0,0.9507042253521126,0.31690140845070425,2.393617021276596,0.9574468085106383
b'Mariano Barbieri',ARS,20.0,11.0,1263.0,526.0,23.0,19.0,3.0,8.0,1.4251781472684086,0.7838479809976246,0.5133079847908745,1.3688212927756653
b'Jonathan Ben?tez',Cobresal,2.0,11.0,298.0,172.0,2.0,15.0,0.0,4.0,0.6040268456375839,3.3221476510067114,0.0,2.0930232558139537
b'Luis Caballero',Olimpia,12.0,8.0,341.0,222.0,12.0,12.0,0.0,4.0,3.167155425219941,2.1114369501466275,0.0,1.6216216216216217
b'Rodolfo Gamarra',Libertad,0.0,2.0,22.0,164.0,0.0,4.0,0.0,2.0,0.0,8.181818181818182,0.0,1.0975609756097562
b'Jair C?spedes',SCL,6.0,8.0,368.0,198.0,9.0,15.0,3.0,7.0,1.4673913043478262,1.9565217391304348,1.3636363636363635,3.1818181818181817
b'Diego Minaya',RGO,2.0,3.0,158.0,218.0,4.0,5.0,2.0,2.0,1.139240506329114,1.7088607594936709,0.8256880733944955,0.8256880733944955
b'?rik Correa',TIG,5.0,2.0,311.0,1574.0,23.0,23.0,18.0,21.0,1.4469453376205788,0.5787781350482315,1.0292249047013977,1.2007623888182972
b'Juan Sills',OBB,12.0,13.0,1075.0,812.0,14.0,21.0,2.0,8.0,1.0046511627906978,1.0883720930232559,0.22167487684729065,0.8866995073891626
b'Carlos Tenorio',LDU,4.0,9.0,283.0,280.0,6.0,12.0,2.0,3.0,1.2720848056537102,2.862190812720848,0.6428571428571429,0.9642857142857143
b'Leminger Bolivar',Deportivo La,1.0,3.0,95.0,567.0,8.0,9.0,7.0,6.0,0.9473684210526315,2.8421052631578947,1.1111111111111112,0.9523809523809523
b'Tiago Pagnussat',AMG,4.0,0.0,93.0,853.0,16.0,7.0,12.0,7.0,3.870967741935484,0.0,1.2661195779601406,0.738569753810082
b'Emanuel Boccinho',Blooming,2.0,4.0,376.0,0.0,2.0,4.0,0.0,0.0,0.4787234042553192,0.9574468085106383,0.0,0.0
b'Lucas Parodi',BEL,4.0,10.0,598.0,1567.0,25.0,29.0,21.0,19.0,0.6020066889632107,1.5050167224080269,1.206126356094448,1.0912571793235482
b'Javier Yacuzzi',DYJ,0.0,2.0,26.0,1876.0,27.0,22.0,27.0,20.0,0.0,6.923076923076923,1.2953091684434968,0.9594882729211087
b'Emiliano Romero',RAF,5.0,10.0,649.0,1143.0,16.0,32.0,11.0,22.0,0.6933744221879815,1.386748844375963,0.8661417322834646,1.7322834645669292
b'Edwin Retamoso',RGO,4.0,5.0,376.0,0.0,4.0,5.0,0.0,0.0,0.9574468085106383,1.196808510638298,0.0,0.0
b'Irwin Anton',Deportivo La,2.0,1.0,79.0,583.0,8.0,9.0,6.0,8.0,2.278481012658228,1.139240506329114,0.9262435677530018,1.234991423670669
b'Luciano Vella',ARS,20.0,14.0,1271.0,518.0,23.0,19.0,3.0,5.0,1.4162077104642015,0.991345397324941,0.5212355212355212,0.8687258687258688
b'Werley',Figueirense,5.0,5.0,201.0,0.0,5.0,5.0,0.0,0.0,2.2388059701492535,2.2388059701492535,0.0,0.0
b'Willian Farias',ECV,2.0,1.0,94.0,94.0,2.0,2.0,0.0,1.0,1.9148936170212767,0.9574468085106383,0.0,0.9574468085106383
b'Henry Pern?a',Deportivo La,2.0,5.0,180.0,482.0,8.0,9.0,6.0,4.0,1.0,2.5,1.120331950207469,0.7468879668049793
b'?caro',Coritiba FBC,1.0,2.0,94.0,188.0,3.0,4.0,2.0,2.0,0.9574468085106383,1.9148936170212767,0.9574468085106383,0.9574468085106383
b'Braian Cufr?',VEL,8.0,10.0,550.0,1336.0,22.0,26.0,14.0,16.0,1.309090909090909,1.6363636363636365,0.9431137724550899,1.0778443113772456
b'Marcos Minetti',CAP,5.0,6.0,408.0,1489.0,20.0,28.0,15.0,22.0,1.1029411764705883,1.3235294117647058,0.9066487575554063,1.3297515110812625
b'Nelson Cabrera',Bolívar,14.0,14.0,940.0,0.0,14.0,14.0,0.0,0.0,1.3404255319148937,1.3404255319148937,0.0,0.0
b'Maximiliano Calzada',DYJ,10.0,3.0,183.0,1719.0,27.0,22.0,17.0,19.0,4.918032786885246,1.4754098360655739,0.8900523560209425,0.9947643979057592
b'Carlos Carvalho',AMG,8.0,2.0,178.0,768.0,16.0,7.0,8.0,5.0,4.044943820224719,1.0112359550561798,0.9375,0.5859375
b'Juan Insaurralde',CABJ,27.0,21.0,2251.0,749.0,42.0,29.0,15.0,8.0,1.0795202132385606,0.8396268325188805,1.8024032042723632,0.9612817089452603
b'Wellington Alves de Lima',Santa Cruz F,0.0,2.0,61.0,222.0,1.0,2.0,1.0,0.0,0.0,2.9508196721311477,0.40540540540540543,0.0
b'Fernando Gorriar?an',River Plate,2.0,7.0,302.0,356.0,6.0,14.0,4.0,7.0,0.5960264900662252,2.0860927152317883,1.0112359550561798,1.7696629213483146
b'Rodrigo Cuba',UDS,1.0,6.0,187.0,0.0,1.0,6.0,0.0,0.0,0.48128342245989303,2.8877005347593583,0.0,0.0
b'Alejandro Mele?n',Oriente,0.0,3.0,93.0,0.0,0.0,3.0,0.0,0.0,0.0,2.903225806451613,0.0,0.0
b'Leonardo Buri?n',Wanderers,2.0,0.0,472.0,0.0,2.0,0.0,0.0,0.0,0.3813559322033898,0.0,0.0,0.0
b'Miguel Almir?n',LAN,25.0,6.0,1382.0,780.0,33.0,14.0,8.0,8.0,1.6280752532561504,0.3907380607814761,0.9230769230769231,0.9230769230769231
b'Byron Mina',Emelec,14.0,11.0,495.0,450.0,18.0,19.0,4.0,8.0,2.5454545454545454,2.0,0.8,1.6
b'Pablo Contreras',CARP,3.0,2.0,208.0,2434.0,46.0,33.0,43.0,31.0,1.2980769230769231,0.8653846153846154,1.589975349219392,1.1462612982744453
b'Walter Montoya',ROS,31.0,19.0,1582.0,1263.0,38.0,29.0,7.0,10.0,1.763590391908976,1.0809102402022757,0.498812351543943,0.7125890736342043
b'Roberto Ramirez Monroy',GCM,1.0,0.0,95.0,1883.0,29.0,21.0,28.0,21.0,0.9473684210526315,0.0,1.338289962825279,1.003717472118959
b'Carlos Lobos',U Católica,1.0,1.0,67.0,122.0,2.0,4.0,1.0,3.0,1.3432835820895523,1.3432835820895523,0.7377049180327869,2.2131147540983607
b'Denis Stracqualursi',Emelec,16.0,15.0,673.0,272.0,18.0,19.0,2.0,4.0,2.139673105497771,2.0059435364041605,0.6617647058823529,1.3235294117647058
b'Bruno Bianchi',TUC,28.0,25.0,1789.0,0.0,28.0,25.0,0.0,0.0,1.40860816098379,1.2576858580212409,0.0,0.0
b'Luis Ayala Brucil',Independient,14.0,11.0,959.0,458.0,19.0,14.0,5.0,3.0,1.313868613138686,1.032325338894682,0.982532751091703,0.5895196506550219
b'Lautaro Geminiani',CAP,9.0,13.0,731.0,1166.0,20.0,28.0,11.0,15.0,1.1080711354309165,1.600547195622435,0.8490566037735849,1.1578044596912522
b'Luis De La Cruz',Guaraní,1.0,1.0,25.0,71.0,2.0,1.0,1.0,0.0,3.6,3.6,1.267605633802817,0.0
b'Jhonathan Jeison Lucas',U. Católica,1.0,1.0,46.0,142.0,1.0,2.0,0.0,1.0,1.9565217391304348,1.9565217391304348,0.0,0.6338028169014085
b'Alan Loras',Blooming,1.0,2.0,201.0,175.0,2.0,4.0,1.0,2.0,0.44776119402985076,0.8955223880597015,0.5142857142857142,1.0285714285714285
b'Claudio Villagra',BAN,9.0,11.0,420.0,1650.0,22.0,29.0,13.0,18.0,1.9285714285714286,2.357142857142857,0.7090909090909091,0.9818181818181818
b'?dgar Aranda',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
b'Agust?n Sandon?',USF,8.0,4.0,514.0,1370.0,26.0,23.0,18.0,19.0,1.4007782101167314,0.7003891050583657,1.1824817518248176,1.2481751824817517
b'Juan Cabezas',DIM,2.0,2.0,188.0,282.0,7.0,3.0,5.0,1.0,0.9574468085106383,0.9574468085106383,1.5957446808510638,0.3191489361702128
b'Carlos Alberto Guti?rrez',PUE,0.0,1.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0
b'Emmanuel Paucar',UDS,0.0,0.0,14.0,173.0,1.0,6.0,1.0,6.0,0.0,0.0,0.5202312138728323,3.121387283236994
b'Pablo',AMG,2.0,0.0,14.0,932.0,16.0,7.0,14.0,7.0,12.857142857142858,0.0,1.351931330472103,0.6759656652360515
b'Kl?ber',Coritiba FBC,1.0,2.0,105.0,177.0,3.0,4.0,2.0,2.0,0.8571428571428571,1.7142857142857142,1.0169491525423728,1.0169491525423728
b'Juan Andr?s Bola?os',MGR,2.0,10.0,469.0,94.0,2.0,12.0,0.0,2.0,0.3837953091684435,1.9189765458422174,0.0,1.9148936170212767
b'Dionisio P?rez',Libertad,0.0,0.0,10.0,176.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0454545454545454
b'Nelson Ben?tez',RAF,13.0,30.0,1365.0,427.0,16.0,32.0,3.0,2.0,0.8571428571428571,1.978021978021978,0.6323185011709602,0.4215456674473068
b'Lucas Wilchez',TIG,4.0,9.0,478.0,1407.0,23.0,23.0,19.0,14.0,0.7531380753138075,1.6945606694560669,1.2153518123667377,0.8955223880597015
b'Iv?n Colman',ARGJ,0.0,1.0,74.0,1429.0,11.0,26.0,11.0,25.0,0.0,1.2162162162162162,0.6927921623512946,1.5745276417074878
b'Edinho',Gremio,10.0,8.0,542.0,206.0,10.0,10.0,0.0,2.0,1.6605166051660516,1.3284132841328413,0.0,0.8737864077669902
b'Jonathan Cisternas',Palestino,1.0,0.0,51.0,420.0,7.0,3.0,6.0,3.0,1.7647058823529411,0.0,1.2857142857142858,0.6428571428571429
b'David Gonz?lez',DIM,7.0,3.0,470.0,0.0,7.0,3.0,0.0,0.0,1.3404255319148937,0.574468085106383,0.0,0.0
b'Ignacio Pussetto',RAF,11.0,20.0,892.0,900.0,16.0,32.0,5.0,12.0,1.109865470852018,2.0179372197309418,0.5,1.2
b'Arles Flores',Deportivo La,6.0,4.0,474.0,188.0,8.0,9.0,2.0,5.0,1.139240506329114,0.759493670886076,0.9574468085106383,2.393617021276596
b'Lautaro Montoya',SL,4.0,5.0,247.0,2580.0,41.0,34.0,37.0,29.0,1.45748987854251,1.8218623481781377,1.2906976744186047,1.0116279069767442
b'Guillermo Sara',CABJ,15.0,10.0,867.0,2133.0,42.0,29.0,27.0,19.0,1.5570934256055364,1.0380622837370241,1.139240506329114,0.8016877637130801
b'Ismael P?ez',Trujillanos,2.0,12.0,373.0,190.0,7.0,17.0,5.0,5.0,0.48257372654155495,2.89544235924933,2.3684210526315788,2.3684210526315788
b'?lvaro Navarro',PUE,0.0,1.0,49.0,45.0,0.0,1.0,0.0,0.0,0.0,1.836734693877551,0.0,0.0
b'Alexis Cossio',SCL,3.0,7.0,189.0,377.0,9.0,15.0,6.0,8.0,1.4285714285714286,3.3333333333333335,1.4323607427055702,1.909814323607427
b'Miguel Hurtado',Blooming,2.0,4.0,376.0,0.0,2.0,4.0,0.0,0.0,0.4787234042553192,0.9574468085106383,0.0,0.0
b'Darwin G?mez',Deportivo La,2.0,5.0,158.0,504.0,8.0,9.0,6.0,4.0,1.139240506329114,2.848101265822785,1.0714285714285714,0.7142857142857143
b'F?ider Burbano',DIM,0.0,1.0,33.0,437.0,7.0,3.0,7.0,2.0,0.0,2.727272727272727,1.4416475972540046,0.41189931350114417
b'Jeisson Vargas',EST,2.0,0.0,73.0,2092.0,36.0,13.0,34.0,13.0,2.4657534246575343,0.0,1.462715105162524,0.5592734225621415
b'Facundo Coria',QUI,1.0,2.0,116.0,1765.0,24.0,38.0,23.0,36.0,0.7758620689655172,1.5517241379310345,1.1728045325779037,1.8356940509915014
b'Renzo Per?z',ARS,2.0,5.0,240.0,1549.0,23.0,19.0,21.0,14.0,0.75,1.875,1.2201420271142673,0.8134280180761781
b'Juan Ramirez',TDC,1.0,3.0,244.0,134.0,1.0,3.0,0.0,0.0,0.36885245901639346,1.1065573770491803,0.0,0.0
b'Ignacio Vel?zquez',Plaza Coloni,0.0,0.0,14.0,174.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5172413793103449,0.5172413793103449
b'Milton Casco',CARP,28.0,25.0,1475.0,1167.0,46.0,33.0,18.0,8.0,1.7084745762711864,1.5254237288135593,1.3881748071979434,0.6169665809768637
b'Santiago Paz',RAF,0.0,0.0,22.0,1770.0,16.0,32.0,16.0,32.0,0.0,0.0,0.8135593220338984,1.6271186440677967
b'Leonardo Acosta',CAP,0.0,0.0,64.0,1833.0,20.0,28.0,20.0,28.0,0.0,0.0,0.9819967266775778,1.3747954173486088
b'Jos? Fuenzalida',U Católica,0.0,1.0,20.0,169.0,2.0,4.0,2.0,3.0,0.0,4.5,1.0650887573964498,1.5976331360946745
b'Alejandro Villoldo',Plaza Coloni,1.0,1.0,188.0,0.0,1.0,1.0,0.0,0.0,0.4787234042553192,0.4787234042553192,0.0,0.0
b'Leonardo Jara',CABJ,21.0,16.0,1444.0,1556.0,42.0,29.0,21.0,13.0,1.3088642659279779,0.997229916897507,1.2146529562982005,0.7519280205655527
b'Ray Sandoval',SCL,2.0,3.0,41.0,525.0,9.0,15.0,7.0,12.0,4.390243902439025,6.585365853658536,1.2,2.057142857142857
b'Magr?o',Sport,0.0,1.0,189.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0
b'N?stor Canel?n',Deportivo An,2.0,2.0,169.0,20.0,2.0,2.0,0.0,0.0,1.0650887573964498,1.0650887573964498,0.0,0.0
b'Patricio Jerez',Cobresal,2.0,12.0,330.0,140.0,2.0,15.0,0.0,3.0,0.5454545454545454,3.272727272727273,0.0,1.9285714285714286
b'Gerardo Mendoza',Trujillanos,6.0,15.0,291.0,272.0,7.0,17.0,1.0,2.0,1.8556701030927836,4.639175257731959,0.33088235294117646,0.6617647058823529
b'Emiliano Ellacopulos',TIG,0.0,1.0,24.0,1861.0,23.0,23.0,23.0,22.0,0.0,3.75,1.1123052122514776,1.0639441160666308
b'Mat?as Corujo',SL,12.0,7.0,571.0,2256.0,41.0,34.0,29.0,27.0,1.8914185639229422,1.1033274956217163,1.1569148936170213,1.077127659574468
b'Yamil Asad',VEL,13.0,15.0,621.0,1265.0,22.0,26.0,9.0,11.0,1.8840579710144927,2.1739130434782608,0.6403162055335968,0.782608695652174
b'Josimar',Chapecoense ,3.0,1.0,204.0,77.0,3.0,2.0,0.0,1.0,1.3235294117647058,0.4411764705882353,0.0,1.1688311688311688
b'Juan Gabriel Valverde',Bolívar,1.0,5.0,61.0,879.0,14.0,14.0,13.0,9.0,1.4754098360655739,7.377049180327869,1.3310580204778157,0.9215017064846417
b'Ignacio Boggino',TEMP,12.0,17.0,1128.0,761.0,16.0,26.0,4.0,9.0,0.9574468085106383,1.3563829787234043,0.4730617608409987,1.064388961892247
b'Leandro Vega',CARP,3.0,7.0,373.0,2269.0,46.0,33.0,43.0,26.0,0.7238605898123325,1.6890080428954424,1.7055971793741735,1.0312913177611283
b'Julio Barroso',Colo Colo,4.0,5.0,561.0,0.0,4.0,5.0,0.0,0.0,0.6417112299465241,0.8021390374331551,0.0,0.0
b'Emilio MacEachen',Peñarol,4.0,5.0,185.0,563.0,6.0,12.0,2.0,7.0,1.945945945945946,2.4324324324324325,0.3197158081705151,1.119005328596803
b'Ronaldo',Flamengo,2.0,3.0,147.0,150.0,6.0,5.0,4.0,2.0,1.2244897959183674,1.836734693877551,2.4,1.2
b'Nicol?s Ferreyra',BEL,0.0,0.0,94.0,2071.0,25.0,29.0,25.0,29.0,0.0,0.0,1.0864316755190728,1.2602607436021245
b'Luis Rodr?guez',TUC,20.0,21.0,1363.0,426.0,28.0,25.0,8.0,4.0,1.3206162876008805,1.3866471019809243,1.6901408450704225,0.8450704225352113
b'Maximiliano Rodr?guez',Peñarol,0.0,1.0,60.0,688.0,6.0,12.0,6.0,11.0,0.0,1.5,0.7848837209302325,1.438953488372093
b'Rodrigo Febres',Caracas,0.0,1.0,6.0,89.0,2.0,1.0,2.0,0.0,0.0,15.0,2.0224719101123596,0.0
b'Silvio Dulcich',QUI,9.0,17.0,847.0,1034.0,24.0,38.0,15.0,21.0,0.9563164108618654,1.806375442739079,1.3056092843326885,1.827852998065764
b'Luis Qui??nes',UNAM,20.0,9.0,522.0,418.0,22.0,12.0,2.0,3.0,3.4482758620689653,1.5517241379310345,0.430622009569378,0.645933014354067
b'Ramiro Lopez',ARS,0.0,2.0,22.0,1767.0,23.0,19.0,23.0,17.0,0.0,8.181818181818182,1.1714770797962648,0.865874363327674
b'Diego Estrada',MGR,1.0,7.0,182.0,381.0,2.0,12.0,1.0,5.0,0.4945054945054945,3.4615384615384617,0.23622047244094488,1.1811023622047243
b'Nilson Loyola',MGR,1.0,9.0,375.0,188.0,2.0,12.0,1.0,3.0,0.24,2.16,0.4787234042553192,1.4361702127659575
b'Tom?s Mart?nez',DYJ,22.0,13.0,1025.0,877.0,27.0,22.0,5.0,9.0,1.9317073170731707,1.1414634146341462,0.5131128848346637,0.9236031927023945
b'Santiago Fernando Mallitasig',Aucas,2.0,2.0,142.0,45.0,2.0,2.0,0.0,0.0,1.267605633802817,1.267605633802817,0.0,0.0
b'Luis Robles',PUE,0.0,1.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0
b'Hansell Riojas',CVL,0.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
b'Carlos Oyaneder',Cobresal,1.0,3.0,89.0,381.0,2.0,15.0,1.0,12.0,1.0112359550561798,3.033707865168539,0.23622047244094488,2.8346456692913384
b'Alan Kardec',PAU,2.0,11.0,361.0,874.0,20.0,14.0,18.0,3.0,0.4986149584487535,2.742382271468144,1.8535469107551488,0.30892448512585813
b'Horacio Carabajal',GCM,13.0,11.0,565.0,1413.0,29.0,21.0,16.0,10.0,2.0707964601769913,1.752212389380531,1.019108280254777,0.6369426751592356
b'Fred',Gremio,10.0,10.0,748.0,0.0,10.0,10.0,0.0,0.0,1.2032085561497325,1.2032085561497325,0.0,0.0
b'Diogo',Cuiaba,2.0,3.0,187.0,0.0,2.0,3.0,0.0,0.0,0.9625668449197861,1.4438502673796791,0.0,0.0
b'Franco Escobar',NOB,6.0,10.0,439.0,1440.0,22.0,23.0,16.0,13.0,1.2300683371298406,2.050113895216401,1.0,0.8125
b'Jorge Emanuel Molina',TUC,2.0,1.0,66.0,1723.0,28.0,25.0,26.0,24.0,2.727272727272727,1.3636363636363635,1.3580963435867672,1.2536273940800928
b'Leonel  Galeano',GCM,0.0,3.0,55.0,1923.0,29.0,21.0,29.0,18.0,0.0,4.909090909090909,1.357254290171607,0.8424336973478939
b'Sebasti?n Bl?zquez',Aucas,2.0,2.0,187.0,0.0,2.0,2.0,0.0,0.0,0.9625668449197861,0.9625668449197861,0.0,0.0
b'Edson Puch',LDU,5.0,10.0,304.0,259.0,6.0,12.0,1.0,2.0,1.480263157894737,2.960526315789474,0.3474903474903475,0.694980694980695
b'Mateo Casierra',DCI,6.0,15.0,328.0,229.0,7.0,18.0,1.0,3.0,1.646341463414634,4.115853658536586,0.3930131004366812,1.1790393013100438
b'Cesar Coronel',Wilstermann,1.0,2.0,189.0,0.0,2.0,2.0,1.0,0.0,0.47619047619047616,0.9523809523809523,inf,0.0
b'Nicol?s Romat',TUC,24.0,19.0,1405.0,384.0,28.0,25.0,4.0,6.0,1.5373665480427046,1.217081850533808,0.9375,1.40625
b'Santiago Salcedo',Libertad,0.0,4.0,186.0,0.0,0.0,4.0,0.0,0.0,0.0,1.935483870967742,0.0,0.0
b'Christian Chimino',TEMP,12.0,18.0,1250.0,639.0,16.0,26.0,4.0,8.0,0.864,1.296,0.5633802816901409,1.1267605633802817
b'Yeison Gordillo',SFE,9.0,3.0,565.0,189.0,11.0,4.0,2.0,1.0,1.4336283185840708,0.4778761061946903,0.9523809523809523,0.47619047619047616
b'Nicol?s Freitas',Peñarol,5.0,6.0,258.0,490.0,6.0,12.0,1.0,6.0,1.744186046511628,2.0930232558139537,0.1836734693877551,1.1020408163265305
b'Fabi?n Rinaudo',GLP,9.0,14.0,1029.0,754.0,21.0,20.0,12.0,6.0,0.7871720116618076,1.2244897959183674,1.4323607427055702,0.7161803713527851
b'Mario Bolatti',BEL,22.0,26.0,1654.0,511.0,25.0,29.0,3.0,3.0,1.1970979443772671,1.414752116082225,0.5283757338551859,0.5283757338551859
b'Hern?n Toledo',VEL,15.0,11.0,1137.0,749.0,22.0,26.0,7.0,15.0,1.187335092348285,0.8707124010554089,0.8411214953271028,1.8024032042723632
b'Gast?n ?lvarez Suarez',BEL,13.0,11.0,631.0,1534.0,25.0,29.0,12.0,18.0,1.8541996830427891,1.5689381933438986,0.7040417209908736,1.0560625814863103
b'Antony Otero',SFE,9.0,3.0,383.0,371.0,11.0,4.0,2.0,1.0,2.1148825065274153,0.7049608355091384,0.48517520215633425,0.24258760107816713
b'Victor Balta',SHO,3.0,4.0,379.0,0.0,3.0,4.0,0.0,0.0,0.712401055408971,0.9498680738786279,0.0,0.0
b'Jonatan Maidana',CARP,32.0,22.0,1762.0,880.0,46.0,33.0,14.0,11.0,1.6345062429057888,1.1237230419977298,1.4318181818181819,1.125
b'Cristian Palomeque Valoyes',COL,5.0,4.0,169.0,1617.0,24.0,31.0,19.0,27.0,2.662721893491124,2.1301775147928996,1.0575139146567718,1.50278293135436
b'Javier Correa',GCM,10.0,7.0,335.0,1643.0,29.0,21.0,19.0,14.0,2.6865671641791047,1.8805970149253732,1.040779062690201,0.7668898356664637
b'Jorge Ayala',Wilstermann,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Gerardo Flores',TOL,7.0,3.0,377.0,563.0,12.0,11.0,5.0,8.0,1.6710875331564987,0.7161803713527851,0.7992895204262878,1.2788632326820604
b'Nahuel Molina',CABJ,7.0,9.0,782.0,2218.0,42.0,29.0,35.0,20.0,0.8056265984654731,1.0358056265984654,1.4201983769161406,0.8115419296663661
b'Jefre Vargas',Caracas,2.0,1.0,95.0,0.0,2.0,1.0,0.0,0.0,1.894736842105263,0.9473684210526315,0.0,0.0
b'Ely Esterilla',BAR,2.0,2.0,174.0,15.0,2.0,2.0,0.0,0.0,1.0344827586206897,1.0344827586206897,0.0,0.0
b'Sebasti?n D?Angelo',NOB,3.0,9.0,331.0,1548.0,22.0,23.0,19.0,14.0,0.8157099697885196,2.4471299093655587,1.1046511627906976,0.813953488372093
b'Juan Azocar',Dep Táchira,0.0,6.0,153.0,598.0,7.0,13.0,7.0,7.0,0.0,3.5294117647058822,1.0535117056856187,1.0535117056856187
b'Ytalo',PAU,0.0,2.0,63.0,1172.0,20.0,14.0,20.0,12.0,0.0,2.857142857142857,1.5358361774744027,0.9215017064846417
b'Federico Pereyra',Strongest,5.0,10.0,465.0,106.0,6.0,11.0,1.0,1.0,0.967741935483871,1.935483870967742,0.8490566037735849,0.8490566037735849
b'Ramon',ECV,2.0,2.0,188.0,0.0,2.0,2.0,0.0,0.0,0.9574468085106383,0.9574468085106383,0.0,0.0
b'Rithely',Sport,0.0,1.0,189.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0
b'Leandro De Bortoli',TEMP,0.0,2.0,59.0,1830.0,16.0,26.0,16.0,24.0,0.0,3.0508474576271185,0.7868852459016393,1.180327868852459
b'Edu Dracena',PAL,3.0,4.0,191.0,379.0,11.0,8.0,8.0,4.0,1.4136125654450262,1.8848167539267016,1.8997361477572559,0.9498680738786279
b'Sebasti?n Luna',BEL,20.0,14.0,1188.0,977.0,25.0,29.0,5.0,15.0,1.5151515151515151,1.0606060606060606,0.46059365404298874,1.3817809621289663
b'H?ctor Canteros',VEL,0.0,3.0,45.0,1841.0,22.0,26.0,22.0,23.0,0.0,6.0,1.075502444323737,1.1243889190657252
b'Javier Hernandez',Deportivo La,2.0,5.0,178.0,484.0,8.0,9.0,6.0,4.0,1.0112359550561798,2.5280898876404496,1.115702479338843,0.743801652892562
b'Hernan Da Campo',ROS,4.0,10.0,462.0,2383.0,38.0,29.0,34.0,19.0,0.7792207792207793,1.948051948051948,1.2840956777171633,0.7175828787242972
b'Facundo Barcel?',SMSJ,0.0,1.0,35.0,1776.0,25.0,25.0,25.0,24.0,0.0,2.5714285714285716,1.2668918918918919,1.2162162162162162
b'Santiago Mart?nez',Wanderers,2.0,0.0,410.0,62.0,2.0,0.0,0.0,0.0,0.43902439024390244,0.0,0.0,0.0
