home_name,away_name,home_goals,away_goals,home_penalties,away_penalties,home_totalshots,away_totalshots,home_shotsgoal,away_shotsgoal,home_possession,away_possesion,home_yellow,away_yellow,home_red,away_red
LAN,ALLB,2,1,0,0,9,10,6,6,0,0,1,5,0,0
EST,GCM,0,0,0,0,13,9,4,3,0,0,2,3,0,0
COL,VEL,2,1,0,1,10,12,5,7,0,0,2,3,0,0
NOB,TIG,3,1,0,1,13,7,8,3,0,0,3,4,1,1
CARP,ARS,1,1,0,0,15,10,11,2,0,0,2,4,0,0
BEL,QUI,3,0,0,0,14,11,7,3,0,0,1,2,0,1
VEL,NOB,1,3,0,0,6,11,3,5,0,0,3,2,0,0
RAC,COL,1,1,0,0,15,9,8,3,0,0,1,1,0,0
ALLB,SMSJ,1,1,1,0,14,8,8,3,0,0,3,3,0,0
QUI,EST,1,0,0,0,11,11,3,5,0,0,4,5,0,0
RAF,IND,2,0,0,0,15,5,4,1,0,0,3,4,0,1
ARS,SL,1,3,0,0,13,15,6,10,0,0,3,3,0,0
CABJ,BEL,0,0,0,0,10,12,2,2,0,0,1,2,0,0
GCM,CARP,1,2,0,1,10,6,6,3,0,0,5,4,0,1
USF,LAN,0,0,0,0,9,16,6,11,0,0,3,1,0,0
TIG,ARGJ,1,0,0,0,6,10,4,2,0,0,5,3,1,2
EST,CABJ,1,0,0,0,5,9,4,5,0,0,2,5,0,0
SL,GCM,1,1,0,0,12,8,5,3,0,0,2,2,1,1
COL,ARS,1,0,0,0,9,15,5,5,0,0,2,4,0,0
SMSJ,USF,3,1,0,0,21,8,12,3,0,0,2,8,0,1
IND,ARGJ,3,1,1,0,13,7,7,5,0,0,2,3,0,1
NOB,RAC,4,3,1,0,17,13,7,9,0,0,4,2,1,1
CARP,QUI,1,1,0,0,9,5,2,3,0,0,3,3,0,0
BEL,ALLB,0,1,0,0,8,6,3,5,0,0,3,2,0,0
LAN,RAF,1,1,0,0,14,10,7,4,0,0,1,3,0,0
GCM,COL,3,0,0,0,12,6,6,3,0,0,0,0,0,0
QUI,SL,1,2,0,0,14,10,8,4,0,0,3,4,0,0
USF,BEL,1,1,0,0,13,12,6,7,0,0,3,4,0,1
ARGJ,LAN,1,2,0,0,13,10,7,4,0,0,2,5,0,1
RAC,VEL,0,0,0,0,7,5,3,1,0,0,1,1,0,0
TIG,IND,0,2,0,0,10,12,5,5,0,0,3,4,0,0
CABJ,CARP,1,1,0,0,6,5,3,2,0,0,3,4,1,1
RAF,SMSJ,2,1,2,0,13,14,7,7,0,0,3,6,1,2
ALLB,EST,0,0,0,0,10,4,5,2,0,0,1,1,0,1
ARS,NOB,2,0,0,0,15,16,4,7,0,0,1,2,0,1
VEL,TIG,1,2,1,0,12,7,3,4,0,0,4,4,0,1
BEL,RAF,0,0,0,0,12,3,3,2,0,0,2,4,0,0
SL,CABJ,3,0,1,0,8,6,4,0,0,0,1,2,0,0
NOB,GCM,3,1,1,0,14,10,6,6,0,0,1,3,0,0
VEL,ARS,2,2,0,0,11,11,5,6,0,0,3,2,0,0
RAC,TIG,2,0,0,0,8,10,4,7,0,0,3,2,0,0
LAN,IND,0,0,0,0,3,7,1,3,0,0,1,5,2,1
SMSJ,ARGJ,2,1,2,1,19,9,11,5,0,0,2,3,0,1
COL,QUI,0,3,0,0,14,11,3,7,0,0,2,1,0,0
CARP,ALLB,2,0,0,0,16,3,10,1,0,0,3,3,0,1
EST,USF,1,0,0,0,10,7,4,5,0,0,3,3,0,0
ARS,RAC,1,0,0,0,10,6,4,3,0,0,2,2,0,0
RAF,EST,0,2,0,0,8,6,1,5,0,0,2,1,0,1
GCM,VEL,3,1,1,0,16,8,8,2,0,0,1,3,0,0
QUI,NOB,1,1,1,1,8,9,3,5,0,0,0,0,0,0
CABJ,COL,1,0,0,0,14,7,8,5,0,0,3,2,0,1
IND,SMSJ,3,1,0,0,7,5,5,4,0,0,4,4,0,0
USF,CARP,2,2,1,1,8,13,4,9,0,0,1,4,0,2
ALLB,SL,0,3,0,0,6,11,2,7,0,0,3,2,0,0
ARGJ,BEL,1,3,0,0,12,5,8,5,0,0,1,2,0,0
TIG,LAN,0,0,0,0,9,13,2,6,0,0,1,6,0,0
COL,ALLB,2,0,1,0,11,4,4,1,0,0,2,3,0,1
VEL,QUI,2,0,0,0,10,7,4,2,0,0,0,1,0,0
BEL,IND,0,0,0,0,6,3,0,1,0,0,1,1,0,0
RAC,GCM,1,1,1,0,10,12,4,3,0,0,2,5,0,0
SMSJ,LAN,3,1,0,0,12,12,7,6,0,0,1,1,1,0
CARP,RAF,3,0,0,0,8,2,3,1,0,0,2,2,0,0
NOB,CABJ,4,0,0,1,11,4,6,3,0,0,3,2,0,1
ARS,TIG,3,2,0,0,12,11,6,7,0,0,3,3,0,0
EST,ARGJ,0,0,0,0,7,3,3,2,0,0,2,4,1,0
SL,USF,4,2,0,0,17,9,10,3,0,0,0,0,0,0
QUI,RAC,1,0,0,0,8,7,6,4,0,0,0,0,0,0
IND,EST,0,0,0,0,13,7,4,3,0,0,0,3,0,0
GCM,ARS,3,0,0,0,11,12,5,6,0,0,2,2,0,0
RAF,SL,0,0,0,0,6,3,3,1,0,0,1,1,0,0
USF,COL,1,0,1,0,8,9,3,3,0,0,3,5,0,2
LAN,BEL,0,0,0,0,6,6,2,2,0,0,3,1,0,0
CABJ,VEL,1,1,0,0,18,10,7,6,0,0,3,2,1,0
ARGJ,CARP,2,0,0,0,11,8,4,3,0,0,4,2,0,0
TIG,SMSJ,1,3,0,0,10,6,5,4,0,0,1,1,0,0
ALLB,NOB,2,1,0,0,11,13,3,7,0,0,2,2,0,0
BEL,SMSJ,0,2,0,0,9,4,3,3,0,0,4,3,0,0
ARS,QUI,1,2,0,0,9,6,4,5,0,0,2,3,2,0
GCM,TIG,0,1,0,0,8,10,3,5,0,0,2,2,1,0
CARP,IND,2,1,0,0,8,10,6,3,0,0,2,3,0,0
COL,RAF,2,2,1,0,8,7,6,3,0,0,1,1,0,0
RAC,CABJ,2,0,1,0,10,4,4,0,0,0,0,3,0,1
NOB,USF,5,0,0,0,20,9,11,3,0,0,2,2,0,0
SL,ARGJ,1,1,0,0,16,8,9,4,0,0,4,2,0,0
VEL,ALLB,0,0,0,0,6,8,2,1,0,0,4,4,0,0
TIG,BEL,0,0,0,0,7,8,3,3,0,0,0,0,0,0
ARGJ,COL,1,0,0,0,11,7,6,4,0,0,1,3,1,0
SMSJ,EST,2,0,0,0,7,15,3,4,0,0,1,3,0,0
IND,SL,0,1,0,0,10,12,2,8,0,0,3,1,0,0
USF,VEL,1,1,0,0,7,8,3,4,0,0,2,3,0,0
ALLB,RAC,0,1,0,0,12,13,3,4,0,0,5,3,0,0
RAF,NOB,0,3,0,0,13,9,1,6,0,0,4,2,0,0
CABJ,ARS,1,0,0,0,13,6,7,3,0,0,1,2,0,2
LAN,CARP,5,1,0,0,15,10,8,6,0,0,1,2,0,0
QUI,GCM,0,0,0,0,4,6,1,0,0,0,1,1,0,1
EST,LAN,2,0,0,0,8,9,6,3,0,0,3,3,0,1
RAC,USF,3,0,1,0,20,9,9,3,0,0,1,3,0,0
EST,BEL,1,1,0,0,8,2,4,2,0,0,2,1,0,0
TIG,QUI,2,3,0,0,19,7,9,4,0,0,3,4,0,0
COL,IND,1,1,0,0,6,17,2,5,0,0,1,1,0,0
NOB,ARGJ,0,1,0,0,5,7,4,3,0,0,1,1,0,0
CARP,SMSJ,3,1,0,0,9,12,5,4,0,0,2,1,0,5
VEL,RAF,2,1,0,0,14,14,8,9,0,0,1,2,0,0
ARS,ALLB,4,0,1,0,16,10,7,6,0,0,1,4,0,1
SL,LAN,2,2,0,1,18,13,9,5,0,0,1,3,0,0
GCM,CABJ,1,1,1,0,23,5,14,5,0,0,2,3,0,1
GCM,ARGJ,3,1,0,1,10,3,3,2,0,0,4,3,0,1
ARS,EST,1,1,1,0,13,7,6,3,0,0,2,5,1,2
ALLB,RAF,1,1,0,0,8,7,3,3,0,0,1,2,0,0
TIG,VEL,1,2,1,1,14,10,6,6,0,0,2,4,1,0
COL,RAC,1,1,0,0,6,6,4,4,0,0,4,2,1,0
SL,OBB,2,1,0,0,6,4,2,3,0,0,1,2,0,0
LAN,BEL,3,0,0,0,13,5,5,2,0,0,1,2,0,0
GLP,CARP,1,0,1,0,8,10,4,5,0,0,2,4,0,0
ROS,QUI,2,0,0,0,10,8,4,0,0,0,1,2,0,0
ARGJ,COL,2,0,0,0,14,9,10,5,0,0,3,3,0,0
BEL,CABJ,1,2,0,1,10,8,5,5,0,0,3,2,0,0
EST,ALLB,1,0,0,0,9,7,6,4,0,0,0,1,0,0
RAF,LAN,2,1,0,0,8,8,4,5,0,0,3,2,0,0
QUI,GCM,1,0,0,0,12,14,6,10,0,0,4,1,0,0
VEL,ARS,0,0,0,0,16,12,7,1,0,0,2,1,0,0
OBB,TIG,0,0,0,0,9,10,5,3,0,0,1,4,0,0
RAC,SL,0,3,0,0,8,7,2,5,0,0,1,3,0,0
CARP,ROS,1,0,0,0,7,5,3,2,0,0,3,2,1,0
CABJ,NOB,2,3,0,0,16,9,11,7,0,0,2,5,0,0
ARS,OBB,3,1,0,0,16,11,7,5,0,0,3,3,0,0
COL,QUI,1,0,1,0,12,5,6,2,0,0,3,3,0,0
GLP,ROS,3,1,0,0,7,11,4,4,0,0,1,5,0,0
SL,ARGJ,0,3,0,0,13,10,5,5,0,0,2,5,0,0
NOB,BEL,0,0,0,0,14,5,2,1,0,0,2,3,0,0
TIG,RAC,3,1,0,0,8,9,5,4,0,0,1,2,0,1
CABJ,RAF,2,1,0,0,10,4,4,3,0,0,2,4,0,0
GCM,CARP,0,0,0,0,10,5,4,3,0,0,2,1,0,0
ALLB,VEL,1,1,0,0,9,11,2,6,0,0,2,4,0,0
LAN,EST,1,1,0,0,7,9,2,5,0,0,2,4,0,0
BEL,GLP,1,2,0,0,9,10,3,5,0,0,4,4,0,0
RAF,NOB,0,2,0,0,8,9,3,6,0,0,2,3,0,0
RAC,ARS,0,2,0,0,16,12,5,7,0,0,4,2,0,1
VEL,LAN,0,0,0,0,13,9,7,1,0,0,2,4,0,0
ARGJ,TIG,1,0,0,0,13,6,4,3,0,0,3,4,0,0
ROS,GCM,1,0,1,0,14,10,2,4,0,0,3,1,0,0
OBB,ALLB,1,1,0,0,15,7,7,4,0,0,3,5,0,1
CARP,COL,1,2,0,0,15,8,7,4,0,0,3,4,0,0
EST,CABJ,2,0,1,0,9,8,4,4,0,0,5,4,0,1
QUI,SL,3,2,0,0,10,10,6,6,0,0,2,3,0,0
NOB,GLP,3,0,0,0,10,10,6,1,0,0,2,1,0,0
NOB,EST,1,1,0,0,5,15,2,5,0,0,2,1,0,0
TIG,QUI,0,1,0,0,15,8,4,2,0,0,3,4,0,0
ALLB,RAC,1,0,0,0,9,12,4,3,0,0,3,2,0,0
GLP,GCM,0,0,0,0,9,6,3,3,0,0,2,2,0,0
COL,ROS,2,1,1,2,7,14,3,8,0,0,3,3,1,0
CABJ,VEL,2,1,0,0,18,5,8,3,0,0,1,6,0,1
SL,CARP,1,0,1,0,13,3,7,2,0,0,3,4,0,0
ARS,ARGJ,0,0,0,0,11,11,5,5,0,0,3,3,0,0
BEL,RAF,3,2,1,1,15,4,8,3,0,0,2,3,0,1
LAN,OBB,3,0,0,0,12,9,6,4,0,0,1,3,0,0
VEL,NOB,3,0,1,0,14,6,9,2,0,0,1,4,1,1
EST,BEL,1,1,0,0,12,6,6,3,0,0,1,3,0,0
GCM,COL,1,0,0,0,12,4,5,0,0,0,0,1,0,0
ARGJ,ALLB,1,0,0,0,6,5,3,3,0,0,1,1,0,1
RAF,GLP,2,1,0,0,6,7,5,2,0,0,3,1,0,0
RAC,LAN,1,1,0,0,16,11,6,4,0,0,3,3,1,2
QUI,ARS,0,1,0,0,12,17,4,4,0,0,2,2,0,0
ROS,SL,0,2,0,0,11,9,5,6,0,0,6,5,0,0
CARP,TIG,3,0,0,0,14,3,7,2,0,0,2,4,0,0
OBB,CABJ,3,0,0,0,8,6,5,1,0,0,1,3,0,0
LAN,ARGJ,4,0,0,0,11,4,5,1,0,0,2,2,0,0
BEL,VEL,3,0,0,0,11,6,6,1,0,0,3,3,0,0
NOB,OBB,2,1,1,0,9,7,5,2,0,0,1,4,0,0
ALLB,QUI,4,0,0,0,8,6,5,2,0,0,1,2,0,1
SL,GCM,0,0,0,0,7,6,0,3,0,0,2,3,0,0
RAF,EST,1,0,0,0,12,11,6,6,0,0,5,2,0,0
TIG,ROS,2,0,0,0,9,6,6,1,0,0,2,3,0,0
CABJ,RAC,2,0,0,0,18,1,7,0,0,0,4,3,0,0
ARS,CARP,1,1,0,0,7,9,4,1,0,0,5,5,0,0
GLP,COL,1,0,0,0,9,8,5,5,0,0,3,3,0,0
GCM,TIG,2,0,0,0,5,7,3,1,0,0,2,2,0,2
RAC,NOB,0,1,0,0,11,9,4,3,0,0,2,1,0,0
OBB,BEL,1,1,0,0,5,8,4,6,0,0,1,2,1,1
ROS,ARS,1,1,0,0,25,3,9,2,0,0,2,2,0,0
QUI,LAN,0,0,0,0,9,7,3,2,0,0,4,3,0,0
COL,SL,0,2,0,0,9,13,6,8,0,0,2,0,0,0
EST,GLP,1,1,0,0,12,10,5,5,0,0,2,5,1,1
ARGJ,CABJ,0,0,0,0,7,9,6,3,0,0,4,3,0,0
CARP,ALLB,1,0,0,0,18,7,6,2,0,0,4,2,0,0
VEL,RAF,4,1,1,1,19,9,12,2,0,0,1,2,0,0
ARS,GCM,1,0,0,0,16,10,8,2,0,0,1,3,0,2
ALLB,ROS,1,1,0,0,10,6,2,1,0,0,1,5,1,0
EST,VEL,0,0,0,0,12,16,3,5,0,0,1,1,0,0
SL,GLP,3,0,0,0,14,8,7,3,0,0,2,3,0,0
RAF,OBB,2,0,1,0,13,10,5,6,0,0,1,2,0,0
NOB,ARGJ,2,0,1,1,9,6,4,1,0,0,2,2,0,0
TIG,COL,1,0,0,0,8,5,3,1,0,0,2,5,1,3
BEL,RAC,3,0,0,0,15,8,7,4,0,0,0,2,0,0
CABJ,QUI,2,0,0,0,9,8,4,4,0,0,0,0,0,0
LAN,CARP,0,1,0,0,12,16,7,10,0,0,5,4,0,0
ARGJ,BEL,1,3,0,1,13,14,5,10,0,0,3,3,1,1
OBB,EST,1,1,0,0,8,6,4,3,0,0,2,3,0,0
QUI,NOB,0,2,0,0,10,12,5,9,0,0,3,2,0,0
SL,TIG,0,0,0,0,15,9,3,6,0,0,1,3,0,0
CARP,CABJ,0,1,0,0,15,5,4,4,0,0,3,5,0,0
RAC,RAF,0,1,0,1,5,12,2,6,0,0,2,3,0,0
COL,ARS,0,1,0,0,6,8,1,6,0,0,2,2,0,0
GCM,ALLB,2,0,0,0,10,5,5,1,0,0,2,4,0,0
GLP,VEL,2,1,0,0,16,8,6,5,0,0,2,4,0,1
ROS,LAN,2,1,0,0,13,8,7,3,0,0,4,5,0,1
ALLB,COL,0,0,0,0,11,8,3,2,0,0,2,4,0,0
RAF,ARGJ,1,0,0,0,7,11,5,5,0,0,2,3,0,1
BEL,QUI,0,1,0,0,9,6,4,2,0,0,2,2,0,0
ARS,SL,2,1,0,0,14,8,6,5,0,0,2,4,0,2
EST,RAC,1,0,0,0,11,9,4,4,0,0,1,1,0,0
VEL,OBB,1,2,0,1,10,8,6,3,0,0,4,2,0,0
CABJ,ROS,1,1,0,0,7,9,2,5,0,0,2,2,0,0
NOB,CARP,1,0,0,0,17,4,6,0,0,0,3,4,0,0
TIG,GLP,1,1,0,1,15,13,7,6,0,0,5,5,0,1
LAN,GCM,0,1,0,0,6,10,0,4,0,0,2,3,0,0
QUI,RAF,1,1,0,0,5,12,3,6,0,0,0,0,0,0
ARGJ,EST,1,0,0,0,6,10,5,5,0,0,2,1,0,0
RAC,VEL,0,1,0,0,11,12,2,10,0,0,3,2,0,0
COL,LAN,0,3,0,0,6,16,2,9,0,0,3,2,1,0
SL,ALLB,3,0,0,0,10,10,5,1,0,0,2,1,0,0
GLP,OBB,2,2,0,0,11,5,3,2,0,0,4,3,0,0
ROS,NOB,2,1,0,0,4,9,2,3,0,0,3,4,0,0
TIG,ARS,2,1,0,0,13,16,8,7,0,0,4,2,0,0
CARP,BEL,0,0,0,0,17,9,6,2,0,0,2,1,0,0
GCM,CABJ,2,2,0,1,12,8,8,3,0,0,4,2,1,0
VEL,ARGJ,2,0,0,0,14,6,9,3,0,0,2,4,0,0
ALLB,TIG,0,0,0,0,6,9,2,4,0,0,4,0,0,0
RAF,CARP,0,0,0,0,9,18,3,7,0,0,2,0,0,0
LAN,SL,3,2,0,0,9,16,6,9,0,0,0,0,0,0
BEL,ROS,0,1,0,0,23,15,11,6,50,49,1,7,0,0
NOB,GCM,1,1,0,0,26,16,10,4,0,0,2,3,0,0
CABJ,COL,2,0,0,0,13,8,6,2,0,0,1,2,0,0
ARS,GLP,1,1,0,0,19,35,7,8,50,49,1,2,2,3
EST,QUI,1,0,0,0,17,12,7,1,0,0,3,5,0,0
OBB,RAC,0,1,0,0,11,16,5,6,0,0,3,3,1,0
ARS,ALLB,1,1,0,0,27,17,2,5,46,53,0,0,0,0
COL,NOB,2,2,0,0,19,23,9,7,29,70,4,3,0,0
ARGJ,OBB,4,0,0,0,21,17,14,2,0,0,2,2,0,3
ROS,RAF,3,2,2,3,20,22,7,7,0,0,3,3,0,1
GCM,BEL,1,1,0,0,18,18,10,7,63,36,3,4,0,0
GLP,RAC,1,3,0,0,15,8,7,4,0,0,0,2,0,0
QUI,VEL,1,1,0,0,15,11,3,1,53,46,4,3,0,2
TIG,LAN,2,3,0,0,26,13,7,9,42,57,2,3,1,0
SL,CABJ,1,0,1,1,24,14,9,5,47,52,4,3,0,0
CARP,EST,1,2,0,0,9,18,6,9,56,43,4,4,1,0
RAF,GCM,3,1,1,0,26,17,12,7,37,62,2,3,0,0
OBB,QUI,0,1,0,0,15,14,5,9,51,48,0,4,0,0
ALLB,GLP,2,1,0,1,10,28,3,7,47,52,4,4,0,0
EST,ROS,1,1,0,0,20,14,10,6,54,45,3,2,0,0
NOB,SL,1,1,0,0,12,27,7,15,61,38,3,2,0,0
BEL,COL,2,0,0,0,21,14,10,5,44,55,1,1,0,0
CABJ,TIG,2,1,0,0,21,9,8,2,70,29,2,2,0,1
RAC,ARGJ,0,1,0,0,31,12,2,2,58,41,5,5,0,0
VEL,CARP,0,0,0,0,17,17,8,4,52,47,4,3,0,0
LAN,ARS,2,0,0,0,18,13,6,2,64,35,2,2,0,1
GLP,ARGJ,0,0,0,0,24,8,8,3,58,41,3,2,0,0
ALLB,LAN,2,3,1,0,10,22,6,8,37,63,1,1,0,0
GCM,EST,2,1,1,0,10,17,3,4,41,58,2,2,0,0
QUI,RAC,1,1,0,0,25,16,5,8,66,33,0,3,0,0
SL,BEL,4,2,1,0,21,18,11,9,52,47,2,4,0,0
ROS,VEL,2,3,0,0,22,16,12,8,56,43,2,3,0,0
CARP,OBB,1,3,0,0,8,10,1,4,73,26,1,1,0,0
ARS,CABJ,3,2,0,0,21,28,9,9,30,69,4,1,0,0
TIG,NOB,2,1,1,0,18,12,6,1,31,68,4,3,0,1
VEL,GCM,2,1,0,0,20,26,7,7,60,40,2,1,0,0
ARGJ,QUI,1,1,0,0,13,10,8,3,49,50,2,2,0,0
OBB,ROS,1,0,0,0,13,9,5,3,48,51,2,3,0,0
RAF,SL,2,2,0,0,16,23,8,11,37,62,2,4,0,0
LAN,GLP,0,0,0,0,20,22,6,4,61,38,3,2,0,0
CABJ,ALLB,0,2,0,1,24,16,4,4,64,35,3,2,0,0
NOB,ARS,1,1,0,0,26,20,12,6,68,31,2,2,0,0
RAC,CARP,1,0,0,0,7,10,1,4,31,68,2,4,0,1
EST,COL,1,0,0,0,15,9,3,5,50,49,2,3,0,0
BEL,TIG,2,0,0,0,12,16,7,6,37,62,3,1,0,1
GCM,OBB,0,1,0,0,18,14,4,4,68,31,3,4,0,0
ROS,RAC,1,1,0,0,17,8,7,3,55,44,5,3,1,1
COL,VEL,0,2,0,1,31,9,18,4,48,51,2,2,1,1
TIG,RAF,3,1,0,0,19,16,11,6,59,40,1,5,0,0
ARS,BEL,1,4,0,1,39,18,9,9,64,35,2,2,0,0
ALLB,NOB,3,1,0,0,29,16,13,8,35,64,0,3,0,0
GLP,QUI,3,2,0,1,25,17,10,7,35,64,3,3,1,1
SL,EST,0,0,0,0,17,10,4,3,54,45,1,3,1,0
LAN,CABJ,2,2,0,0,21,32,8,6,33,66,3,5,2,0
CARP,ARGJ,1,0,0,0,12,9,3,1,64,35,2,5,0,0
BEL,ALLB,1,0,0,0,27,15,5,3,37,62,1,2,0,0
RAC,GCM,2,0,0,0,14,16,5,1,43,56,4,4,0,0
ARGJ,ROS,1,2,0,1,19,15,5,3,52,47,3,4,0,0
RAF,ARS,1,1,0,0,31,24,6,7,53,46,2,0,0,0
EST,TIG,0,2,0,0,15,10,4,8,62,37,2,0,1,0
CABJ,GLP,1,1,0,0,24,16,6,9,66,34,3,3,0,0
QUI,CARP,1,1,0,0,4,24,1,1,40,59,2,2,1,0
OBB,COL,1,0,0,0,10,20,3,5,49,50,4,2,0,1
NOB,LAN,2,2,0,0,8,22,1,6,53,47,1,2,0,0
VEL,SL,0,0,0,0,12,11,7,2,62,37,3,1,0,0
