home_name,away_name,home_goals,away_goals,home_penalties,away_penalties,home_totalshots,away_totalshots,home_shotsgoal,away_shotsgoal,home_possession,away_possesion,home_fouls,away_foulshome_yellow,away_yellow,home_red,away_red
USF,IND,1,2,0,0,12,8,6,6,0,0,13,16,3,6,1,0
VEL,COL,2,4,0,0,8,10,5,6,0,0,9,14,5,3,0,0
CABJ,SMSJ,1,1,0,1,12,2,7,1,0,0,8,4,0,2,0,1
LAN,USF,2,0,1,0,8,10,5,6,0,0,6,12,3,6,0,1
ARGJ,TIG,0,0,0,0,8,6,3,1,0,0,10,15,3,2,0,0
SMSJ,ALLB,2,1,0,0,13,8,5,4,0,0,11,11,3,3,1,0
SL,ARS,0,0,0,0,11,7,1,0,0,0,4,6,2,4,0,0
EST,QUI,2,1,0,0,10,5,5,3,0,0,1,7,1,3,0,0
COL,RAC,0,1,0,0,3,12,1,2,0,0,9,8,4,2,0,0
BEL,CABJ,3,1,0,0,7,6,5,3,0,0,6,8,3,2,0,1
IND,RAF,2,0,0,0,11,8,6,1,0,0,3,8,1,1,0,0
NOB,VEL,1,0,0,0,9,7,5,4,0,0,5,5,3,2,0,0
CARP,GCM,5,0,0,0,13,9,9,3,0,0,10,7,2,3,0,0
ARS,COL,2,0,0,0,8,11,3,3,0,0,9,13,1,1,0,1
ARGJ,IND,0,1,0,0,5,3,1,2,0,0,10,11,5,3,0,0
ALLB,BEL,1,0,0,0,6,4,4,1,0,0,5,2,0,1,0,0
USF,SMSJ,1,2,0,0,7,5,1,4,0,0,5,6,2,3,0,0
GCM,SL,0,0,0,0,9,6,1,5,0,0,8,8,0,1,0,0
TIG,VEL,0,1,0,0,5,11,1,2,0,0,12,14,2,3,0,1
RAC,NOB,0,0,0,0,5,3,2,1,0,0,6,8,4,3,0,0
QUI,CARP,1,0,0,0,3,7,2,2,0,0,3,6,1,5,0,0
RAF,LAN,1,2,0,0,14,12,3,6,0,0,15,8,5,2,2,1
CABJ,EST,0,0,0,0,9,9,2,3,0,0,7,8,2,4,0,0
SL,QUI,2,2,1,1,9,8,5,3,0,0,8,8,2,4,1,1
SMSJ,RAF,1,2,0,0,12,8,4,3,0,0,10,15,2,4,0,0
EST,ALLB,0,1,0,0,4,3,1,2,0,0,11,7,4,4,0,0
NOB,ARS,2,1,0,0,7,12,3,2,0,0,8,9,3,4,1,0
VEL,RAC,1,0,0,0,9,5,6,1,0,0,17,13,6,3,0,0
CARP,CABJ,2,2,0,1,9,9,4,4,0,0,10,14,3,6,0,1
BEL,USF,1,0,0,0,11,6,4,2,0,0,12,14,2,5,0,2
LAN,ARGJ,1,0,0,0,9,10,2,4,0,0,11,9,2,2,0,0
COL,GCM,1,1,0,0,8,3,6,2,0,0,10,11,5,3,0,0
RAF,BEL,1,3,0,0,6,5,4,3,0,0,9,11,4,1,1,1
ARGJ,SMSJ,1,1,0,0,10,8,5,4,0,0,16,13,4,4,0,0
USF,EST,2,2,0,0,8,6,4,4,0,0,10,4,4,2,0,0
CABJ,SL,3,1,0,0,10,8,6,3,0,0,12,10,3,4,0,0
ARS,VEL,1,5,0,0,7,7,4,7,0,0,4,12,3,3,1,0
GCM,NOB,1,1,0,0,8,5,5,2,0,0,8,9,4,6,1,0
QUI,COL,2,2,0,0,5,10,5,6,0,0,3,7,1,2,0,0
ALLB,CARP,0,0,0,0,5,11,4,6,0,0,17,18,4,4,0,1
TIG,RAC,1,1,0,0,13,7,5,4,0,0,9,6,2,2,0,1
IND,LAN,0,2,0,0,3,10,1,6,0,0,3,5,2,2,0,0
BEL,ARGJ,0,0,0,0,9,10,3,5,0,0,9,11,1,5,0,0
NOB,QUI,0,0,0,0,14,4,6,2,0,0,6,12,2,4,0,0
VEL,GCM,2,1,0,0,5,5,3,3,0,0,10,8,5,1,0,0
SL,ALLB,4,0,1,0,17,6,8,3,0,0,12,14,5,3,0,1
CARP,USF,2,0,0,0,15,7,3,1,0,0,15,17,2,3,1,0
EST,RAF,3,1,1,0,11,3,7,2,0,0,7,6,1,3,0,0
LAN,TIG,4,1,1,1,6,5,5,4,0,0,10,5,2,3,0,0
SMSJ,IND,0,0,0,0,7,5,3,3,0,0,10,11,5,3,0,0
COL,CABJ,0,0,0,0,4,9,3,3,0,0,10,15,4,3,0,0
RAC,ARS,0,0,0,0,9,9,2,2,0,0,15,19,2,4,0,0
ARGJ,EST,2,1,0,0,7,8,2,4,0,0,10,5,1,1,0,0
USF,SL,2,2,0,1,2,14,2,6,0,0,11,7,3,2,2,0
QUI,VEL,0,1,0,0,6,7,1,3,0,0,15,16,3,5,1,0
ALLB,COL,1,1,0,0,12,2,5,2,0,0,5,4,0,1,0,0
RAF,CARP,0,0,0,0,4,11,2,5,0,0,4,4,1,2,0,0
GCM,RAC,0,1,0,0,6,4,3,3,0,0,7,0,3,1,1,0
LAN,SMSJ,2,1,1,0,8,11,3,5,0,0,8,6,0,1,0,0
CABJ,NOB,0,0,0,0,7,7,4,3,0,0,8,6,1,2,0,0
TIG,ARS,0,1,0,0,16,6,7,3,0,0,15,14,3,5,0,0
SL,RAF,1,0,0,0,12,4,5,0,0,0,10,13,0,4,0,0
EST,IND,2,0,0,1,10,12,5,6,0,0,12,20,1,4,0,0
ARS,GCM,3,0,0,0,9,6,8,3,0,0,11,12,1,2,0,2
COL,USF,2,0,0,0,11,5,9,4,0,0,5,5,3,5,1,2
SMSJ,TIG,2,2,0,0,17,17,9,8,0,0,11,10,1,0,0,1
NOB,ALLB,1,2,0,1,9,6,5,5,0,0,10,4,4,3,1,0
VEL,CABJ,0,1,0,0,17,4,4,2,0,0,8,10,2,5,0,0
BEL,LAN,0,2,0,0,8,8,5,4,0,0,16,10,3,2,0,0
RAC,QUI,4,0,0,0,12,6,8,3,0,0,8,11,1,3,0,1
CARP,ARGJ,0,0,0,0,15,6,6,1,0,0,9,10,1,3,0,0
IND,CARP,2,2,0,0,8,6,6,5,0,0,12,15,1,5,0,0
USF,NOB,2,2,0,0,7,11,3,6,0,0,8,13,1,2,0,0
SMSJ,BEL,1,1,0,0,9,10,4,6,0,0,9,12,2,3,0,0
ARGJ,SL,1,2,0,0,7,9,5,4,0,0,15,7,6,3,0,1
ALLB,VEL,0,2,0,0,6,8,2,5,0,0,8,9,2,2,0,0
LAN,EST,0,0,0,0,9,7,4,3,0,0,8,10,2,4,0,0
TIG,GCM,2,0,0,0,10,15,4,3,0,0,12,10,3,4,0,0
CABJ,RAC,3,1,0,0,11,8,6,7,0,0,8,8,3,2,0,0
QUI,ARS,1,2,0,0,12,9,6,4,0,0,10,11,2,3,0,0
RAF,COL,2,0,0,0,9,5,3,3,0,0,9,7,2,0,0,0
IND,BEL,1,2,0,0,3,4,2,2,0,0,3,6,0,1,0,1
GCM,QUI,0,0,0,0,7,5,4,1,0,0,7,17,2,2,0,1
COL,ARGJ,3,1,0,1,6,8,6,3,0,0,11,13,2,2,0,0
RAC,ALLB,3,1,0,0,12,8,6,2,0,0,9,13,1,3,0,0
BEL,TIG,1,0,0,0,11,6,7,2,0,0,11,5,3,2,0,0
CARP,LAN,1,0,0,0,10,5,5,3,0,0,3,4,0,4,0,1
VEL,USF,2,0,0,0,11,8,5,3,0,0,4,7,0,3,0,0
SL,IND,2,1,0,0,11,7,6,4,0,0,12,19,4,5,1,1
ARS,CABJ,1,0,1,1,10,7,3,1,0,0,7,9,3,3,0,0
NOB,RAF,3,0,0,0,8,7,4,3,0,0,7,9,0,4,0,0
EST,SMSJ,2,0,0,0,6,5,3,2,0,0,11,9,2,3,0,0
ALLB,ARS,0,1,0,0,5,6,2,2,0,0,12,14,3,4,1,0
USF,RAC,1,1,0,0,15,14,8,6,0,0,13,10,5,2,0,0
ARGJ,NOB,1,3,0,0,6,11,3,8,0,0,8,3,4,1,0,0
CABJ,GCM,2,1,0,0,13,9,5,2,0,0,8,11,1,2,0,0
RAF,VEL,0,3,0,1,5,14,1,9,0,0,3,5,0,0,0,0
BEL,EST,1,0,1,0,6,9,4,5,0,0,12,8,2,3,0,0
LAN,SL,0,0,0,0,11,10,2,2,0,0,12,15,1,1,1,0
IND,COL,2,2,0,0,11,14,4,6,0,0,13,14,4,2,1,0
SMSJ,CARP,0,2,0,0,6,6,3,3,0,0,16,12,2,2,0,0
